name_x,id,episode_id,season_number,episode_number,air_date,name_y,overview,vote_average,vote_count
Star Trek: Deep Space Nine,580,1005742,2,18,1994-03-20,Profit and Loss,"A Cardassian woman, who was once a former flame of Quark's, visits the station under dubious circumstances.",6.2,18
Star Trek: Deep Space Nine,580,1005743,2,19,1994-03-27,Blood Oath,Three legendary Klingons come to DS9 to see if Jadzia Dax will participate in a Blood Oath they made with Jadzia's previous host Curzon.,6.7,21
Star Trek: Deep Space Nine,580,1005744,2,20,1994-04-24,The Maquis (1),"The destruction of a Cardassian ship leads Sisko, Dukat, and Sisko's old friend Cal Hudson to the fact that there is an unofficial war between the Maquis and the Cardassians.",7.2,19
Star Trek: Deep Space Nine,580,1005745,2,21,1994-05-01,The Maquis (2),"Sisko tries to resolve the Maquis crisis by preventing a war, freeing Gul Dukat and offering the defected Hudson the chance to return.",7.2,19
Star Trek: Deep Space Nine,580,1005746,2,22,1994-05-08,The Wire,"Dr. Bashir fights to save Garak's life when a device implanted in his brain, designed to alleviate pain in the event of torture, begins to malfunction and is slowly killing him.",7.5,21
Star Trek: Deep Space Nine,580,1005747,2,23,1994-05-15,Crossover,Kira and Bashir find themselves in an alternate universe.,7.1,20
Star Trek: Deep Space Nine,580,1005748,2,24,1994-05-22,The Collaborator,Vedek Bareil is targeted by fellow Kai candidate Vedek Winn as having been a collaborator with the Cardassians during the Occupation.,6.5,19
Star Trek: Deep Space Nine,580,1005749,2,25,1994-06-05,Tribunal,Chief O'Brien goes through the horrific Cardassian judicial system when he is charged for an unknown crime.,7.4,19
Star Trek: Deep Space Nine,580,1005750,2,26,1994-06-12,The Jem'Hadar,"Sisko and Quark and a strange telepathic woman are arrested by Jem'Hadar, soldiers of the Dominion.",7.9,19
Star Trek: Deep Space Nine,580,1005751,3,1,1994-09-26,The Search (1),"Instead of waiting for the Jem'Hadar to attack, Sisko wants to try a different approach. He wants to take a new class starship to try to find the Founders.",7.3,18
Star Trek: Deep Space Nine,580,1005752,3,2,1994-10-03,The Search (2),Odo has found his home and is introduced. Meanwhile Sisko finds out peace talks between the Dominion and the Federation have already started.,7.2,18
Star Trek: Deep Space Nine,580,1005753,3,3,1994-10-10,The House of Quark,"Quark is forced to marry a Klingon widow after he takes credit for the accidental death of her husband, the head of a powerful Klingon House.",7.3,18
Star Trek: Deep Space Nine,580,1005754,3,4,1994-10-17,Equilibrium,"The Trill homeworld is the setting, as Sisko and Bashir take Jadzia home for treatment when she begins experiencing hallucinations after playing a tune she can't recall.",6.3,17
Star Trek: Deep Space Nine,580,1005755,3,5,1994-10-24,Second Skin,Kira finds herself on Cardassia as a Cardassian. She is told she is called Iliana Ghemor and was a Cardassian spy.,7.2,20
Star Trek: Deep Space Nine,580,1005756,3,6,1994-10-31,The Abandoned,"Odo tries to change the nature of a Jem'Hadar boy that Quark finds, while Sisko tries to break his son's relationship with a 20 year old Dabo girl.",6.4,18
Star Trek: Deep Space Nine,580,1005757,3,7,1994-11-07,Civil Defense,The station goes into lockdown and the crew is endangered when an old Cardassian security program is accidentally activated.,7.2,19
Star Trek: Deep Space Nine,580,1005758,3,8,1994-11-14,Meridian,"Dax falls in love with one of the residents of a multi-dimensional planet, while on DS9 an alien requests a holosuite program of Kira from Quark.",4.9,15
Star Trek: Deep Space Nine,580,1005759,3,9,1994-11-21,Defiant,"Thomas Riker, impersonating Will Riker, steals the Defiant in order to fight with the Maquis. Sisko assist Gul Dukat on Cardassia Prime in stopping the ship entering Cardassian territory.",6.9,14
Star Trek: Deep Space Nine,580,1005760,3,10,1994-11-28,Fascination,"As Lwaxanna Troi visits the station for a Bajoran festival, the crew is stricken with intense romantic attractions to one another.",5.6,14
Star Trek: Deep Space Nine,580,1005761,3,11,1995-01-02,Past Tense (1),"Sisko, Bashir and Dax are accidentally sent to San Francisco in the 21st century due to a transporter malfunction, and must figure out how to get back to return without changing the time line.",6.7,16
Star Trek: Deep Space Nine,580,1005762,3,12,1995-01-09,Past Tense (2),Sisko is forced to take the place of a key historical figure on Earth in 2024 in order to preserve the timeline.,6.9,16
Star Trek: Deep Space Nine,580,1005763,3,13,1995-01-30,Life Support,Dr. Bashir must use extraordinary measures to prolong Vedek Bareil's life long enough to allow Bareil to complete sensitive peace negotiations between the Bajorans and the Cardassians.,5.6,15
Star Trek: Deep Space Nine,580,1005764,3,14,1995-02-06,Heart of Stone,"After chasing a fugitive into a cave, Kira gets stuck and is slowly encapsulated by a growing crystal stone while Odo tries to figure out how to free her.",6.8,16
Star Trek: Deep Space Nine,580,1005765,3,15,1995-02-13,Destiny,Sisko faces a conflict between his Starfleet duties and his role as the Bajoran Emissary when an ancient Bajoran prophecy predicts that a joint Federation-Cardassian project will lead to the destruction of the wormhole.,6.8,15
Star Trek: Deep Space Nine,580,1005766,3,16,1995-02-20,Prophet Motive,Grand Nagus Zek is acting bizarre by giving away money and rewriting the Rules of Acquisition. Quark attempts to get the old Nagus back.,6.3,15
Star Trek: Deep Space Nine,580,1005767,3,17,1995-02-27,Visionary,"While a Romulan delegation tries to get information about the Dominion, O'Brien gets visions of unpleasant things that are about to happen in the future.",7.3,15
Star Trek: Deep Space Nine,580,1005768,3,18,1995-04-10,Distant Voices,"After being attacked in the infirmary, Dr. Bashir has a dual mystery on his hands: what has happened to the station while he was out and why is he aging so rapidly now?",5.6,14
Star Trek: Deep Space Nine,580,1005769,3,19,1995-04-17,Through the Looking Glass,"Sisko is kidnapped to impersonate his deceased, mirror universe self to gain Jennifer Sisko's loyalty in the Rebel Alliance.",6.4,15
Star Trek: Deep Space Nine,580,1005770,3,20,1995-04-24,Improbable Cause,"After an attempt is made on Garak's life, Odo conducts the investigation on who tried to murder the Cardassian tailor - and why.",7.5,15
Star Trek: Deep Space Nine,580,1005771,3,21,1995-05-01,The Die Is Cast,"Now rejoined with his former mentor, Garak is ordered to interrogate Odo about the secrets of his people, while the joined Romulan/Cardassian attack fleet moves towards the Founders' home world on a mission of destruction.",7.7,15
Star Trek: Deep Space Nine,580,1005772,3,22,1995-05-08,Explorers,"Sisko rebuilds an ancient Bajoran space vessel from the blueprints, and he and Jake take the ship on a trip, attempting to prove that the ancient Bajorans went beyond their solar system without warp drive.",6.1,14
Star Trek: Deep Space Nine,580,1005773,3,23,1995-05-15,Family Business,"Quark and Rom return to the Ferengi home world because their mother has broken the law - by wearing clothes and earning profits, forbidden for women in Ferengi society.",6.2,13
Star Trek: Deep Space Nine,580,1005774,3,24,1995-05-22,Shakaar,News arrives that Kai Winn has also become Bajor's political leader. She asks Kira to negotiate with an old resistance friend about returning soil reclamators.,6.3,14
Star Trek: Deep Space Nine,580,1005775,3,25,1995-06-12,Facets,Dax asks the crew to join her Zhian'tara ritual. The memories of her former hosts will take over their bodies. Nog is preparing for Starfleet Academy.,6.0,15
Star Trek: Deep Space Nine,580,1005776,3,26,1995-06-19,The Adversary,The Defiant is off to show the Federation's presence to the new Tzenkethi government. While underway the ship malfunctions and Bashir is suspected of sabotage.,7.4,15
Star Trek: Deep Space Nine,580,1005777,4,1,1995-10-02,The Way of the Warrior (1),Sisko becomes uncomfortable when the Klingons station a task force to help defend against the Dominion. Worf is summoned to find out their true intentions.,7.2,14
Star Trek: Deep Space Nine,580,1012581,4,2,1995-10-02,The Way of the Warrior (2),Sisko becomes uncomfortable when the Klingons station a task force to help defend against the Dominion. Worf is summoned to find out their true intentions.,7.0,7
Star Trek: Deep Space Nine,580,1005778,4,3,1995-10-09,The Visitor,"Melanie, an aspiring writer, wants to know why Jake Sisko stopped writing at 40. Jake tells how his father died in an accident and then suddenly reappeared.",7.2,13
Star Trek: Deep Space Nine,580,1005779,4,4,1995-10-16,Hippocratic Oath,Bashir is asked to help a group of renegade Jem'Hadar break their addiction to ketracel white. Meanwhile Worf is dissatisfied with the way Odo runs security.,6.9,15
Star Trek: Deep Space Nine,580,1005780,4,5,1995-10-23,Indiscretion,"Kira and Gul Dukat go after the lost prison ship Ravinok. Dukat has a secret. Meanwhile Kasidy Yates tries to find work near Bajor, leaving Sisko uncomfortable.",7.1,15
Star Trek: Deep Space Nine,580,1005781,4,6,1995-10-30,Rejoined,"Lenara Kahn, the new host of the wife of Dax's former host Torias, comes to the station. While they're not allowed to renew their relation, there's still a spark.",5.8,14
Star Trek: Deep Space Nine,580,1005782,4,7,1995-11-06,Starship Down,A damaged Defiant must play a dangerous game of cat-and-mouse with two Jem'hadar ships inside a gas giant.,6.5,15
Star Trek: Deep Space Nine,580,1005783,4,8,1995-11-13,Little Green Men,"Quark and Rom take Nog to Earth and Starfleet Academy, but a malfunction with the ship takes the crew back in time, to Roswell New Mexico in 1947.",7.3,17
Star Trek: Deep Space Nine,580,1005784,4,9,1995-11-20,The Sword of Kahless,"Worf, Dax and the Klingon Dahar master Kor set out to find an ancient lost relic: the Sword of Kahless.",6.1,14
Star Trek: Deep Space Nine,580,1005785,4,10,1995-11-27,Our Man Bashir,"When an transporter emergency turns the command crew into holosuite characters, Bashir's James Bond fantasy takes on a deadly reality.",6.7,15
Star Trek: Deep Space Nine,580,1005786,4,11,1996-01-01,Homefront,Sisko travels to Earth when a bombing at a Federation conference is determined to be the work of Changelings.,7.1,15
Star Trek: Deep Space Nine,580,1005787,4,12,1996-01-08,Paradise Lost,"When Starfleet institutes martial law to combat the Changeling Menace, Sisko begins to question if the Dominion is the real threat.",7.4,15
Star Trek: Deep Space Nine,580,1005788,4,13,1996-01-29,Crossfire,"First Minister Shakaar visits the station, despite a threat of assassination. He falls in love with Kira much to Odo's dismay.",6.4,15
Star Trek: Deep Space Nine,580,1005789,4,14,1996-02-05,Return to Grace,"Dukat returns, stripped of his prestige, to escort Kira to a Cardassian conference about the Dominion. But an attack by a Klingon raider may give Dukat a chance to redeem himself in the eyes of his government.",6.9,15
Star Trek: Deep Space Nine,580,1005790,4,15,1996-02-12,Sons of Mogh,Worf's brother Kurn asks him to perform a death rite to regain his lost honor. Meanwhile Kira and O'Brien investigate Klingon activity near the Bajoran border.,6.6,15
Star Trek: Deep Space Nine,580,1005791,4,16,1996-02-19,Bar Association,Unfair working conditions and pay cuts cause Rom to organize a union of the employees of Quark's Bar. Meanwhile Worf still finds it hard to settle on the station.,6.4,15
Star Trek: Deep Space Nine,580,1005792,4,17,1996-02-26,Accession,A man claiming to be the emissary comes through the wormhole. Sisko is happy to give up his position. Meanwhile Keiko returns and O'Brien stops spending time with Bashir.,6.4,15
Star Trek: Deep Space Nine,580,1005793,4,18,1996-04-08,Rules of Engagement,"When Worf destroys a civilian shuttle during an engagement with the Klingons, an extradition hearing is held to see if he must face charges.",6.5,15
Star Trek: Deep Space Nine,580,1005794,4,19,1996-04-15,Hard Time,O'Brien tries to re-integrate to life on the station after serving 20 years in a virtual prison.,7.1,15
Star Trek: Deep Space Nine,580,1005795,4,20,1996-04-22,Shattered Mirror,"When the Mirror Universe counterpart of Sisko's deceased wife lures Jake to the other side, Sisko must follow and help the human resistance against the Alliance's forces.",5.9,15
Star Trek: Deep Space Nine,580,1005796,4,21,1996-04-29,The Muse,A mysterious woman approaches Jake about his future as a writer. Odo promises to do whatever it takes to help Lwaxana Troi keep her baby over the father's wishes - even if it means marrying her himself.,5.0,13
Star Trek: Deep Space Nine,580,1005797,4,22,1996-05-06,For the Cause,Sisko must face betrayal when evidence surfaces that Kasidy is smuggling for the Maquis. Meanwhile Garak makes acquaintance with Ziyal.,6.8,16
Star Trek: Deep Space Nine,580,1005798,4,23,1996-05-13,To the Death,A renegade group of Jem'Hadar plunders Deep Space Nine. Sisko agrees to a combat operation with loyal Jem'Hadar to prevent the renegades completing a planetary gateway.,7.2,15
Star Trek: Deep Space Nine,580,1005799,4,24,1996-05-20,The Quickening,Bashir tries to help a planet in the grips of a Dominion-engineered plague that guarantees a painful death.,6.5,14
Star Trek: Deep Space Nine,580,1005800,4,25,1996-06-10,Body Parts,"Quarks hears on Ferenginar he is going to die. Rom convinces him to sell his remains. After an accident, Bashir has to move Keiko's baby to Kira's womb.",6.6,15
Star Trek: Deep Space Nine,580,1005801,4,26,1996-06-17,Broken Link,Odo is suddenly struck by illness. He is barely able to hold shape. Bashir and Odo see no other alternative then going to the Founders. Garak wants to come along.,7.8,10
Star Trek: Deep Space Nine,580,1005802,5,1,1996-09-30,Apocalypse Rising,"With the war between Klingons and Federation intensifying, Sisko must make a plan to expose Gowron as a changeling. Odo is still having trouble with becoming a solid.",6.6,15
Star Trek: Deep Space Nine,580,1005803,5,2,1996-10-07,The Ship,The crew is forced to retreat in a crashed Jem'Hadar ship after an attack by the Jem'Hadar. They get the feeling there's something very important about this ship.,7.0,15
Star Trek: Deep Space Nine,580,1005804,5,3,1996-10-14,Looking for par'Mach in All the Wrong Places,"While Worf helps Quark to pursue his former wife Grilka, O'Brien and Kira grow uncomfortably close to each other.",6.2,14
Star Trek: Deep Space Nine,580,1005805,5,4,1996-10-21,Nor the Battle to the Strong,"Jake, reporting from the front lines, sees what war truly is.",6.5,15
Star Trek: Deep Space Nine,580,1005806,5,5,1996-10-28,The Assignment,An alien entity has possessed Keiko's body and is holding it hostage until O'Brien completes an assignment for it.,6.2,15
Star Trek: Deep Space Nine,580,1005807,5,6,1996-11-04,Trials and Tribble-ations,"Darvin, a disgraced Klingon spy, travels back in time to alter some events to his likings. The DS9 crew must find what he's trying to change and prevent it without altering the time line. They'll have to blend in with the crew from Star Trek: The Original Series.",7.6,16
Star Trek: Deep Space Nine,580,1005808,5,7,1996-11-11,Let He Who Is Without Sin...,"While vacationing on Risa, Worf and Dax meet a group of fundamentalist protesters who claim that the Federation has gone soft.",5.1,16
Star Trek: Deep Space Nine,580,1005809,5,8,1996-11-18,Things Past,"Sisko, Dax, Odo and Garak find themselves in the past when the Cardassians controlled the station, and a crime that Odo investigated may be the key.",7.1,14
Star Trek: Deep Space Nine,580,1005810,5,9,1996-11-25,The Ascent,"When Odo and Quark crash land, they must put aside their differences to climb a mountain to signal for help. Jake and Nog try to be roommates, but their different styles clash.",7.1,15
Star Trek: Deep Space Nine,580,1005811,5,10,1996-12-30,Rapture,"Sisko begins having visions that may show him how to best help Bajor, but they're killing him.",6.6,14
Star Trek: Deep Space Nine,580,1005812,5,11,1997-01-06,The Darkness and the Light,A mysterious assassin begins wiping out all the members of Kira's old resistance cell.,6.1,13
Star Trek: Deep Space Nine,580,1005813,5,12,1997-01-27,The Begotten,"The discovery of an infant Changeling gives Odo a chance to correct what he sees as the ""mistakes"" in his upbringing. But as Starfleet's pressure for results grows, he has to turn to his ""father,"" Dr. Mora",6.9,15
Star Trek: Deep Space Nine,580,1005814,5,13,1997-02-03,For the Uniform,"When the traitorous Eddington returns, Sisko will go to any lengths to capture him.",7.2,15
Star Trek: Deep Space Nine,580,1005815,5,14,1997-02-10,In Purgatory's Shadow (1),"A coded message from the Gamma Quadrant leads Garak to believe his mentor, Enabran Tain, is still alive. He and Worf seek him out, only to discover something much worse: a Dominion invasion fleet poised to attack the Alpha Quadrant.",7.6,14
Star Trek: Deep Space Nine,580,1005816,5,15,1997-02-17,By Inferno's Light (2),The station readies for a Dominion attack. Worf and Garak meet some unexpected friends in a Dominion Prison camp.,7.5,15
Star Trek: Deep Space Nine,580,1005817,5,16,1997-02-24,"Doctor Bashir, I Presume?","Dr. Bashir is selected to be the model for the next-generation of Emergency Medical Hologram (EMH). But he balks when his parents are invited to the station to be interviewed by the EMH programmer, Dr. Zimmerman. There is a dark secret in his family that he's afraid that his parents will reveal.",6.7,15
Star Trek: Deep Space Nine,580,1005818,5,17,1997-03-31,A Simple Investigation,Odo becomes romantically attached to a woman working with the Orion Syndicate.,5.9,13
Star Trek: Deep Space Nine,580,1005819,5,18,1997-04-07,Business as Usual,Quark must wrestle with his conscience when he becomes involved with arms merchants.,6.3,16
Star Trek: Deep Space Nine,580,1005820,5,19,1997-04-14,Ties of Blood and Water,"When a Cardassian official that thinks of Kira as his daughter is dying, he agrees to reveal all he knows to her. But the experience dredges up Kira's memories of her own father's death.",6.4,15
Star Trek: Deep Space Nine,580,1005821,5,20,1997-04-21,Ferengi Love Songs,Quark doesn't know whether to be panicked or overjoyed when he learns that his mother is the new lover of the Grand Nagus.,6.1,15
Star Trek: Deep Space Nine,580,1005822,5,21,1997-04-28,Soldiers of the Empire,Dax and Worf accompany Martok on his first command since being held by the Dominion. But the ship they are given hasn't seen victory in months and the crew is near mutinous.,6.8,15
Star Trek: Deep Space Nine,580,1005823,5,22,1997-05-05,Children of Time,"The DS9 cast discovers a small colony on a remote world that was originally populated by them 200 years earlier due to a time-travel accident with the Defiant. The current colonists lives depend on making sure that accident happens again, even though they've now forwarned the crew that it will happen. Each crew member needs to decide if they are willing to give up their lives on DS9 in order to preserve the history of the colony.",7.4,15
Star Trek: Deep Space Nine,580,1005824,5,23,1997-05-12,Blaze of Glory,"Driven to desperation by the Dominion, the Maquis launch a massive bio-weapons strike towards Cardassia. Sisko must trust the traitor Eddington to try to stop them.",6.9,12
Star Trek: Deep Space Nine,580,1005825,5,24,1997-05-19,Empok Nor,"While salvaging components from DS9's sister station, the crew run afoul of a ""surprise"" left behind by the Cardassians.",6.8,13
Star Trek: Deep Space Nine,580,1005826,5,25,1997-06-09,In the Cards,"Jake and Nog go through hell and high water, from participating in an auction to dealing with the Dominion, to receiving a Willie Mays baseball card to cheer up the war-fatigued Captain Sisko.",7.1,15
Star Trek: Deep Space Nine,580,1005827,5,26,1997-06-16,Call to Arms,"With the continuing battalions of Jem'Hadar entering the Alpha Quadrant in preparation for war, Sisko decides to mine the wormhole to prevent further troop movement. This provokes a confrontation between the Dominion and the Federation, forcing Sisko to abandon DS9.",8.1,14
Star Trek: Deep Space Nine,580,1005828,6,1,1997-09-29,A Time to Stand,"Borrowing a captured Jem'Hadar attack ship, Sisko and crew embark on a mission to destroy the hidden base where all of the ketracel-white is stored for the entire Alpha Quadrant.",7.6,14
Star Trek: Deep Space Nine,580,1005829,6,2,1997-10-06,Rocks and Shoals,"Sisko and his crew crash on a barren world when their commandeered Jem'Hadar ship is shot down. They encounter Jem'Hadar who crashed there earlier, and have taken Nog and Garak hostage in exchange for medical aid for their Vorta overseer.",7.6,14
Star Trek: Deep Space Nine,580,1005830,6,3,1997-10-13,Sons and Daughters,"Serving with his recruit son aboard a Klingon vessel, Worf finds his relationship with his son strained. Meanwhile, strained relationships abound on DS9 between Major Kira and Gul Dukat.",6.1,14
Star Trek: Deep Space Nine,580,1005831,6,4,1997-10-20,Behind the Lines,"After forming an attack plan on the Dominion, Sisko relinquishes command of the Defiant to Dax after accepting a promotion. On DS9, the resistance faces discovery when Odo links with another changeling.",7.0,15
Star Trek: Deep Space Nine,580,1005832,6,5,1997-10-27,Favor the Bold,"Sisko mounts an attack to re-take DS9, while Rom faces charges as an enemy of the Dominion state.",7.7,15
Star Trek: Deep Space Nine,580,1005833,6,6,1997-11-03,Sacrifice of Angels,"The Federation attacks DS9 in hopes of keeping the mine field in the wormhole intact, while the Dominion waits entrance to the Alpha Quadrant from the other side.",8.2,15
Star Trek: Deep Space Nine,580,1005834,6,7,1997-11-10,You Are Cordially Invited,"Suddenly desiring to wed within the week on DS9, Worf and Jadzia go through their own Klingon rituals: Worf on a four day bachelor party with the male members of the crew & Jadzia deals with her prospective mother-in-law, who totally opposes the idea of ""an alien"" marrying into her Klingon household.",6.1,15
Star Trek: Deep Space Nine,580,1005835,6,8,1997-11-17,Resurrection,Major Kira takes a romantic interest in a Bajoran radical from the other universe who transports himself into her universe and onto DS9.,5.1,13
Star Trek: Deep Space Nine,580,1005836,6,9,1997-11-24,Statistical Probabilities,A group of genetically engineered humans are brought to Dr. Bashir on DS9 in hopes of integrating them with the rest of the universe.,7.2,13
Star Trek: Deep Space Nine,580,1005837,6,10,1998-01-01,The Magnificent Ferengi,"At the request of the Grand Nagus, Quark puts together a mission to rescue Quark's mother, who is in the hands of the Dominion.",7.1,14
Star Trek: Deep Space Nine,580,1005838,6,11,1998-01-08,Waltz,"After being attacked by Cardassian forces, Sisko gets stranded with a very psychotic Gul Dukat, who was being transported to his trial. Meanwhile the crew of the Defiant races to rescue survivors.",7.4,14
Star Trek: Deep Space Nine,580,1005839,6,12,1998-02-04,Who Mourns for Morn?,A former patron of Quark's bequeaths everything to him.,7.1,13
Star Trek: Deep Space Nine,580,1005840,6,13,1998-02-11,Far Beyond the Stars,Captain Sisko has a full sensory vision of himself as an under-appreciated science fiction magazine writer in 1950s America.,8.3,15
Star Trek: Deep Space Nine,580,1005841,6,14,1998-02-18,One Little Ship,"An attack by the Dominion on Sisko's ship endangers Dax and her crew aboard as she leads them into an anomaly that shrinks them to a very minute size. Unfortunately, they were being held stable by Sisko within a tractor beam, which was discontinued during the attack.",6.7,14
Star Trek: Deep Space Nine,580,1005842,6,15,1998-02-25,Honor Among Thieves,Chief O'Brien goes undercover to infiltrate an Orion crime ring.,6.4,14
Star Trek: Deep Space Nine,580,1005843,6,16,1998-03-04,Change of Heart,"Worf and Jadzia travel to the badlands to procure some information on the Dominion from a traitorous Cardassian. Bashir wants to engage in a holo-suite spy simulation, but O'Brien prefers to brush up on his tongo game after watching Jadzia lose to Quark.",7.1,14
Star Trek: Deep Space Nine,580,1005844,6,17,1998-04-01,Wrongs Darker Than Death or Night,"After receiving some disturbing information for Gul Dukat, Major Kira seeks Sisko's approval as Emissary to travel back in time to find out the truth about her mother. Meanwhile, Chief O'Brien and Dr. Bashir discuss a holosuite program surrounding the Battle of the Alamo.",5.5,13
Star Trek: Deep Space Nine,580,1005845,6,18,1998-04-08,Inquisition,"Dr. Bashir's plans to attend a medical conference at a breezy resort are canceled when Starfleet Intelligence boards DS9, suspecting the doctor of treason.",7.4,14
Star Trek: Deep Space Nine,580,1005846,6,19,1998-04-15,In the Pale Moonlight,"To save the Federation in a critical scheme, Sisko comes to realize that he must violate its fundamental principles to do so.",8.0,15
Star Trek: Deep Space Nine,580,1005847,6,20,1998-04-22,His Way,Odo is schooled in the ways of romance by a holographic programmed lounge singer.,6.7,14
Star Trek: Deep Space Nine,580,1005848,6,21,1998-04-29,The Reckoning,Sisko runs afoul of Kai Winn when he removes a Bajoran artifact from an archaeological dig after he receives a vision from the Prophets.,6.5,13
Star Trek: Deep Space Nine,580,1005849,6,22,1998-05-06,Valiant,"Jake and Nog's runabout comes under attack from the Jem'Hadar. They are rescued by the Valiant, a ship manned by Red Squad, a elite group of young Starfleet cadets.",6.9,14
Star Trek: Deep Space Nine,580,1005850,6,23,1998-05-13,Profit and Lace,"Quark's mother and the Grand Nagus show up on DS9, announcing a new amendment to the Bill of Opportunities he has instituted on the home planet of Ferenganar, and then follows up with the announcement, that, due to the new amendment, chaos has followed and he has been deposed.",6.1,14
Star Trek: Deep Space Nine,580,1005851,6,24,1998-05-20,Time's Orphan,"The Chief's daughter gets caught in a time displacement and when they get her back, she is considerably older.",5.8,13
Star Trek: Deep Space Nine,580,1005852,6,25,1998-06-10,The Sound of Her Voice,"As the Defiant races to a shipwrecked officer who is days away, the crew keeps in contact with her. Meanwhile, Jake follows Quark's latest scheme for story research.",7.0,14
Star Trek: Deep Space Nine,580,1005853,6,26,1998-06-17,Tears of the Prophets,"When Sisko is picked to head up an attack on the Cardassian homeworld, the Prophets appear to him in a vision, warning him of impending doom if he leaves the station.",7.0,13
Star Trek: Deep Space Nine,580,1005854,7,1,1998-09-30,Image in the Sand,"Having returned to Earth a couple of months ago, Sisko waits for the Prophets to instruct him on what to do next. When he receives one, he begins searching for the woman behind the face in the sand in his vision. Meanwhile, back on DS9, Kira deals with a promotion and handling the decisions surrounding her command, and finding herself wishing for the return of Sisko. And Worf deals with the loss of his wife, Jadzia Dax.",6.5,14
Star Trek: Deep Space Nine,580,1005855,7,2,1998-10-07,Shadows and Symbols,"Ezri joins Sisko and his family on his quest for the Orb of the Emissary. Colonel Kira mounts a blockade around a Bajoran moon where the Romulan alliance has deposited an ammunitions dump, claiming it in the name of defense for a Romulan hospital. And Quark joins the rest of the DS9 crew as they join Worf aboard a Klingon warship as they mount a dangerous mission in Jadzia Dax's name in an effort to get her spirit into Stovokohr, the Klingon equivalent of Heaven.",7.1,14
Star Trek: Deep Space Nine,580,1005856,7,3,1998-10-14,Afterimage,"Sisko tries to convince Ezri to stay in Starfleet and serve aboard DS9, as Ezri tries to get to know Jadzia's friends aboard the station, especially Worf. Meanwhile, Garak tries to deal with a severe bout of claustrophobia.",7.1,14
Star Trek: Deep Space Nine,580,1005857,7,4,1998-10-21,Take Me Out to the Holosuite,A Vulcan captain challenges Sisko to a game of baseball.,6.1,17
Star Trek: Deep Space Nine,580,1005858,7,5,1998-10-28,Chrysalis,"Dr. Bashir attempts to bring one of his genetically engineered friends out of the catatonic state she is in, and when he is successful, he begins to fall for her.",6.1,14
Star Trek: Deep Space Nine,580,1005859,7,6,1998-11-04,"Treachery, Faith, and the Great River","A Vorta offers Odo valuable information on the Dominion in exchange for asylum. Meanwhile, Nog tries his Ferengi knowledge as he wheels and deals for a valuable piece of equipment for Chief O'Brien.",7.2,13
Star Trek: Deep Space Nine,580,1005860,7,7,1998-11-11,Once More Unto the Breach,An aged Kor requests an opportunity to die with honor as a warrior.,6.9,13
Star Trek: Deep Space Nine,580,1005861,7,8,1998-11-18,The Siege of AR-558,Capt. Sisko and his away team volunteer to stay with a besieged unit at an isolate outpost.,7.4,14
Star Trek: Deep Space Nine,580,1005862,7,9,1998-11-25,Covenant,Kira is kidnapped and taken to Empok Nor by a member of a Pah'Wraith cult and discovers the group leader is Gul Dukat.,6.1,14
Star Trek: Deep Space Nine,580,1005863,7,10,1998-12-30,It's Only a Paper Moon,"Severely depressed at his serious war wound, Nog retreats into Vic Fontaine's holosuite program while the singer tries to help him.",6.6,14
Star Trek: Deep Space Nine,580,1005864,7,11,1999-01-06,Prodigal Daughter,Ezri travels to her family home in search of Chief O'Brien who has discovered a murdered woman connected with the family and the Orion Syndicate.,6.2,13
Star Trek: Deep Space Nine,580,1005865,7,12,1999-02-03,The Emperor's New Cloak,Quark and Rom have to rescue Grand Nagus Zek who is being held captive in the Alternate Universe.,5.6,14
Star Trek: Deep Space Nine,580,1005866,7,13,1999-02-10,Field of Fire,"To help find the apparently untraceable murderer of a young ensign, who had recently received a battlefield decoration, Ezri Dax reluctantly calls up the residual consciousness remnant of her symbiont’s past, the psychopathic murderer host, Joran.",5.9,14
Star Trek: Deep Space Nine,580,1005867,7,14,1999-02-17,Chimera,"After searching out and finding Odo, another changeling asks him to leave DS9 with him, even though the rest of the crew aren't convinced the new changeling is not part of the Founders.",6.4,14
Star Trek: Deep Space Nine,580,1005868,7,15,1999-02-24,"Badda-Bing, Badda-Bang","When a programming glitch won't go away, mobsters take over Vic's and open for business, but the DS9 gang takes it personal when their favorite hangout is no longer their favorite, and they plan to get the new management ousted.",6.7,13
Star Trek: Deep Space Nine,580,1005869,7,16,1999-03-03,Inter Arma Enim Silent Leges,"While making plans to attend a medical conference on the Romulan home world, Dr. Bashir is contacted by Sloane of Section 31 and recruited to determine the health of a high-ranking Romulan official. Things turn more desperate though, when the ranking Starfleet admiral traveling with him, who knows about Section 31's interest in the conference mysteriously suffers a brain aneurysm. Dr. Bashir's curiosity is peaked when he finds out Sloane is traveling with the group as well.",7.2,14
Star Trek: Deep Space Nine,580,1005870,7,17,1999-04-07,Penumbra,"When the ship Worf was serving on is attacked in battle and all search efforts are abandoned, Ezri takes a runabout in search of him against Sisko's orders. Meanwhile, Sisko proposes to Cassidy Yates.",6.7,14
Star Trek: Deep Space Nine,580,1005871,7,18,1999-04-14,'Til Death Do Us Part,"The Prophets have told Sisko that they do not agree with his impending marriage. Ezri and Worf are captured by Dominion forces. Some of the Cardassians are beginning to regret their alliance with the Dominion, as Gul Dukat, disguised as a Bajoran, sets foot on DS9.",6.9,14
